"","created_at","id","full_text","lang","retweet_count","favorite_count"
"233","Mon Nov 04 01:27:09 +0000 2019",1191164951144075264,"RT @jornalodia: Novo coronavírus infectou mais de 8,8 milhões de pessoas e matou 464 mil pessoas, segundo dados compilados pela Universidad…","pt",0,3
"234","Sat Nov 02 21:19:19 +0000 2019",1190740194175139840,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,9
"235","Sat Nov 02 21:16:15 +0000 2019",1190739422381248512,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"236","Fri Nov 01 15:59:41 +0000 2019",1190297367402237952,"@CosteYuri @_pepezim @marinawehner @AbrahamWeint @jairbolsonaro Porq esse arremedo de Pe. teve a audácia d demitir… https://t.co/P3pmaWSzxv","pt",1,0
"237","Fri Nov 01 12:27:03 +0000 2019",1190243856266223616,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"238","Tue Oct 29 21:21:06 +0000 2019",1189291091671048192,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"239","Tue Oct 29 11:42:57 +0000 2019",1189145593622552576,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,5
"240","Tue Oct 29 11:29:55 +0000 2019",1189142315534864384,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","es",0,0
"241","Mon Oct 28 12:45:55 +0000 2019",1188799050621034496,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,3
"242","Sat Oct 26 14:11:06 +0000 2019",1188095714745819136,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,4
"243","Fri Oct 25 22:56:31 +0000 2019",1187865550489300992,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"244","Fri Oct 25 22:56:05 +0000 2019",1187865440091021312,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"245","Fri Oct 25 17:46:13 +0000 2019",1187787460799094784,"@john_vaderr @thamires_vf @santana_alvair @FelipeSilvaAle3 @medeiruri @saultrujilloCRF @oatila @isabscoelho… https://t.co/KQERVee0kS","und",0,0
"246","Thu Oct 24 13:28:28 +0000 2019",1187360208835796992,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,4
"247","Thu Oct 24 01:01:49 +0000 2019",1187172309666279424,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"248","Thu Oct 24 00:42:37 +0000 2019",1187167477253464064,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"249","Sat May 09 20:24:34 +0000 2020",1259217721050279936,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","en",0,0
"250","Sat May 09 20:23:07 +0000 2020",1259217356427005952,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,2
"251","Fri May 08 18:27:49 +0000 2020",1258825951686864896,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"252","Wed May 06 22:31:55 +0000 2020",1258162606931615744,"@orlean quem usa a Ciencia de Dados para, sem machine learningo, esclarecer assuntos que não estão sendo abordados?","pt",0,0
"253","Tue May 05 17:04:32 +0000 2020",1257717828754554880,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"254","Mon May 04 18:55:49 +0000 2020",1257383448710389760,"RT @jornalodia: Novo coronavírus infectou mais de 8,8 milhões de pessoas e matou 464 mil pessoas, segundo dados compilados pela Universidad…","pt",0,0
"255","Sat May 02 20:53:25 +0000 2020",1256688264699883520,"@BeatrisCortiana @filgmartin Tem medo de pesquisas, senhora? Não gosta de dados, estatísticas, matemática, Ciencia?… https://t.co/F3keAiEjbz","pt",0,1
"256","Fri May 01 12:30:44 +0000 2020",1256199374721429504,"RT @jornalodia: Novo coronavírus infectou mais de 8,8 milhões de pessoas e matou 464 mil pessoas, segundo dados compilados pela Universidad…","pt",0,0
"257","Thu Apr 30 23:15:59 +0000 2020",1255999369746296832,"RT @jornalodia: Novo coronavírus infectou mais de 8,8 milhões de pessoas e matou 464 mil pessoas, segundo dados compilados pela Universidad…","pt",1,1
"258","Thu Apr 30 23:15:30 +0000 2020",1255999245066407936,"Novo coronavírus infectou mais de 8,8 milhões de pessoas e matou 464 mil pessoas, segundo dados compilados pela Uni… https://t.co/qUPJ02ppn8","es",0,2
"259","Thu Apr 30 22:04:50 +0000 2020",1255981462622539776,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"260","Thu Apr 30 22:01:24 +0000 2020",1255980600697200640,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"261","Thu Apr 30 22:01:01 +0000 2020",1255980503557181440,"@jaun_gui @maranhax Mas eles falam em Ciencia.  Quais são os dados de experimentos anteriores existentes, para comp… https://t.co/jyMrAR7aK2","pt",0,1
"262","Thu Apr 30 16:27:11 +0000 2020",1255896490335182848,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,1
"263","Tue Apr 28 22:33:11 +0000 2020",1255263820987150336,"A bolsa mytwitterdataeira teve recentemente a maior alta entre as principais bolsas globais. Você usou Ciencia de Dados e… https://t.co/vRYU8aKniT","pt",0,5
"264","Tue Apr 28 15:24:51 +0000 2020",1255156029077233664,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","und",0,0
"265","Tue Apr 28 15:24:35 +0000 2020",1255155962647699456,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",1,0
"266","Tue Apr 28 14:00:13 +0000 2020",1255134728509771776,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,2
"267","Tue Apr 28 10:25:57 +0000 2020",1255080807418531840,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"268","Tue Apr 28 01:23:14 +0000 2020",1254944229593415680,"@epsnonsense Introdução à Ciencia de Dados","pt",0,0
"269","Sun Apr 26 02:43:29 +0000 2020",1254239648211251200,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"270","Sat Apr 25 23:40:31 +0000 2020",1254193602428887040,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","und",0,1
"271","Sat Apr 25 15:36:32 +0000 2020",1254071803774976000,"@lhmandetta A Ciencia sem dados científicos, a Ciencia ke presa por verba federal a cada óbito  informado, a ciênci… https://t.co/rPLaSUVfuw","pt",1,6
"272","Fri Apr 24 16:31:59 +0000 2020",1253723372707602432,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,4
"273","Wed Oct 23 01:35:22 +0000 2019",1186818361352769536,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"274","Tue Oct 22 21:53:59 +0000 2019",1186762650484690944,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"275","Tue Oct 22 12:16:55 +0000 2019",1186617428073209856,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,1
"276","Sat Oct 19 02:44:34 +0000 2019",1185386227085787136,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","en",0,4
"277","Sat Oct 19 02:38:32 +0000 2019",1185384708454211584,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"278","Sat Oct 19 02:37:31 +0000 2019",1185384451758526464,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"279","Tue Oct 15 11:51:20 +0000 2019",1184074275462008832,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"280","Sun Oct 13 23:27:02 +0000 2019",1183524577370095616,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,0
"281","Sun Oct 13 23:26:10 +0000 2019",1183524359291506688,"RT @lucaszanandrez: Nós, divulgadores científicos, temos que lidar não só com a realidade dos dados, mas também com o desrespeito da popula…","pt",1,0
"282","Sun Oct 13 23:25:17 +0000 2019",1183524136330649600,"Nós, divulgadores científicos, temos que lidar não só com a realidade dos dados, mas também com o desrespeito da po… https://t.co/a2sMnT9hef","pt",0,0
"283","Sun Oct 13 22:17:20 +0000 2019",1183507036497154048,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"284","Sun Oct 13 19:05:08 +0000 2019",1183458667875786752,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,4
"285","Sat Oct 12 05:47:43 +0000 2019",1182895604785135616,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"286","Wed Oct 09 23:05:13 +0000 2019",1182069532526964736,"“Como começar na área de Ciencia de Dados?<U+200A>—<U+200A>Em dois passos.” por Julia Tessler https://t.co/jh0tx6JRaL","pt",0,5
"287","Wed Oct 09 12:39:31 +0000 2019",1181912070188601344,"Isso é 1 dos itens importantes q faltam no combate a trendtopics no mytwitterdata: acesso aos dados em larga escala (big data… https://t.co/zzPZXiE0RE","pt",0,2
"288","Wed Oct 09 11:12:58 +0000 2019",1181890290707308544,"Ciencia.
Ciencia está que diagnóstica errado, retém uma medicação, divulga dados falsos, procedimentos equivocados,… https://t.co/zN0CM4s1UZ","pt",0,0
"289","Tue Oct 08 15:33:02 +0000 2019",1181593350039887872,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"290","Tue Oct 08 15:32:44 +0000 2019",1181593277092552704,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"291","Tue Oct 08 15:32:20 +0000 2019",1181593174311100416,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"292","Mon Oct 07 13:23:50 +0000 2019",1181198448936341504,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"293","Mon Oct 07 00:08:22 +0000 2019",1180998262238711808,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,0
"294","Sun Oct 06 20:26:05 +0000 2019",1180942323288608768,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"295","Sun Oct 06 20:25:30 +0000 2019",1180942177410732032,"RT @OPINIONLATINA: Hoy por la mañana anunciaron 41204 casos de #coronavirus con más de 1000 #muertos en #Argentina. 
En bases a estos númer…","pt",0,0
"296","Sun Oct 06 01:19:16 +0000 2019",1180653718838169600,"RT @mggarciab: Max Born, el físico cuántico que creía que ""Dios juega a los dados"" | OpenMind https://t.co/T6yodegA4Z via @bbvaOpenMind @re…","pt",0,0
"297","Sun Oct 06 01:19:04 +0000 2019",1180653669513080832,"@gabzaffari Bacana hein. Blog é legal, mas poderia existir algum grupo ou rede que reunisse gente pra discutir essa… https://t.co/JWyItoZ40E","pt",0,5
"298","Sun Oct 06 01:09:50 +0000 2019",1180651342299308032,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"299","Sat Oct 05 19:27:51 +0000 2019",1180565279581048832,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,2
"300","Fri Oct 04 22:54:46 +0000 2019",1180254967522877440,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"301","Fri Oct 04 22:47:30 +0000 2019",1180253136855941120,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"302","Fri Oct 04 12:36:23 +0000 2019",1180099342495096832,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"303","Fri Oct 04 12:08:54 +0000 2019",1180092428721803264,"@orlean Meu Twitter não nega que tenho uma posição política bem definida. Independente disso, me baseio fortemente… https://t.co/jjNL94kFZY","pt",1,2
"304","Fri Oct 04 00:38:50 +0000 2019",1179918766379094016,"Max Born, el físico cuántico que creía que ""Dios juega a los dados"" | OpenMind https://t.co/T6yodegA4Z via @bbvaOpenMind @rexonsjose","pt",0,1
"305","Fri Oct 04 00:38:23 +0000 2019",1179918655477420032,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"306","Thu Oct 03 21:04:06 +0000 2019",1179864728958640128,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"307","Thu Oct 03 14:28:18 +0000 2019",1.179765119968e+18,"RT @redemytwitterdataatual: Segundo últimos dados do Conass, total de óbitos vai a 49.974. Nas últimas 24 horas foram 1.022 mortes. Ato homenageia…","pt",0,2
"308","Thu Oct 03 13:03:24 +0000 2019",1179743757174005760,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"309","Thu Oct 03 13:02:52 +0000 2019",1179743621823782912,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,2
"310","Thu Oct 03 12:53:31 +0000 2019",1179741266818535424,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"311","Wed Oct 02 21:04:41 +0000 2019",1179502484664061952,"@MirandaSa_ @Carvalh29572387 Caro jornalista creio na liberdade de expressão. Até mesmo a de louvar um déspota. Qua… https://t.co/gbjN85Pz9W","en",0,0
"312","Wed Oct 02 19:55:25 +0000 2019",1179485053073723392,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,0
"313","Wed Oct 02 19:10:21 +0000 2019",1179473714833952768,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",1,1
"314","Wed Oct 02 17:13:08 +0000 2019",1179444213496373248,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,3
"315","Wed Oct 02 13:00:39 +0000 2019",1179380675645988864,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,1
"316","Tue Oct 01 14:25:55 +0000 2019",1179039744895795200,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","pt",0,1
"317","Mon Sep 30 20:29:45 +0000 2019",1178768920980938752,"@marianacoelh0 Ele perdeu a razão no momento que argumenta não querer dados de outras regiões.
Nesse momento as rec… https://t.co/i2LKMi11mz","pt",1,1
"318","Mon Sep 30 17:22:07 +0000 2019",1178721698453053440,"RT @orlean: Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem machine learning…","es",1,0
"319","Mon Sep 30 17:18:19 +0000 2019",1178720743883980800,"Durante a trendtopics em quem você deve aplicativo?

No database?
Nas tech?
Em quem usa a Ciencia de Dados para, sem… https://t.co/PCPp2OxvDW","pt",0,0
"320","Mon Sep 30 15:48:45 +0000 2019",1178698203174178816,"Hoy por la mañana anunciaron 41204 casos de #coronavirus con más de 1000 #muertos en #Argentina. 
En bases a estos… https://t.co/vUH3Y70DSe","pt",0,0
"321","Mon Sep 30 13:04:09 +0000 2019",1178656781779832832,"Meu pai: “Eu acho que Fulana não morreu de coronavírus, pq eu conhecia ela”
Eu: tá, mas tem dados e exames dizendo… https://t.co/Mvwf9oWxKM","pt",0,3
"322","Mon Sep 30 12:58:25 +0000 2019",1178655339132194816,"e ciencia de dados ja eh utilizada aqui ha mto tempo (alo @ReceitaFederal)

basicamente contabilidade vai ser somen… https://t.co/3NXVQ62Bk6","pt",0,0
"323","Mon Sep 30 12:21:00 +0000 2019",1178645921342595072,"fiz psicologia e o treino foi impessoalizar-me. “largue os diários, abrace a Ciencia”. foram anos p me entender com… https://t.co/F2KUa44onr","pt",0,0
"324","Sun Sep 29 19:25:40 +0000 2019",1178390403415973888,"Chutões. | ""Modelos penam para prever trajetória do vírus; Projeções matemáticas de infectados e mortos dependem de… https://t.co/3TvtcjcWf5","pt",0,0
"325","Sun Sep 29 19:25:19 +0000 2019",1178390314270302208,"@CamiloSantanaCE Kkkkkkkk quem viver vencerá .  Quem mora preto de hospital só vê sair movimento cada vez mais inte… https://t.co/1jl75wybi7","pt",1,2
"326","Sat Sep 28 02:39:09 +0000 2019",1177774716964294656,"@fecustodioog Ciencia de dados","pt",0,3
"327","Sat Sep 28 02:34:47 +0000 2019",1177773617448394752,"@SF_Moro Número muito triste jornalista. Lembro que vc já foi uma pessoa de confiança, mas infelizmente se perdeu e… https://t.co/Zhoqvm6Yg7","pt",0,0
"328","Fri Sep 27 11:43:03 +0000 2019",1177549205537218560,"A falta de embasamento e dados em trabalhos científicos é algo que infelizmente ocorre em algumas vozes bastante po… https://t.co/dxtS2GWS1F","pt",0,0
"329","Fri Sep 27 10:40:46 +0000 2019",1177533534841520128,"No nosso país, essa proporção é maior: cerca de metade das nossas emissões de gases poluentes vem da pecuária, segu… https://t.co/ri5dzanKMp","pt",0,0
"330","Fri Sep 27 01:50:56 +0000 2019",1177400197095329792,"Os iluminados. Divulgadores de Ciencia q põe terror na população, divulga pesquisa inflada e forjada, politiza remé… https://t.co/GFdux8WMEa","pt",0,0
"331","Fri Sep 27 01:49:42 +0000 2019",1177399887635329024,"@PortoAncap Pergunta a ela.

Qual é a extensão do bando de dados que ela tem e vê se ela tem Ciencia da própria ignorância.","pt",1,3
"332","Fri Sep 27 00:09:35 +0000 2019",1177374691708813312,"@lhmandetta E aí já tem dados científicos comprovados sobre a origem da doença, a fisiopatologia e o tratamento? He… https://t.co/AKJnqsLUYk","en",0,0
"333","Fri Sep 27 00:05:30 +0000 2019",1177373662523121664,"Na História as proezas e violências se unem, desnudadas. Queimar dados não oblitera fatos. O ""DNA sócio-político""… https://t.co/WvHj6iasKa","pt",1,0
"334","Thu Sep 26 16:49:02 +0000 2019",1177263823033720832,"@Wezeck 1) Quem atribuir queda a qualquer coisa está o fazendo de maneira equivocada, pois ainda não temos dados pa… https://t.co/qMID25lPad","pt",0,0
"335","Thu Sep 26 01:30:33 +0000 2019",1177032677796601856,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",1,0
"336","Wed Sep 25 23:50:58 +0000 2019",1177007619229257728,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",1,1
"337","Wed Sep 25 16:28:33 +0000 2019",1176896279860957184,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,1
"338","Wed Sep 25 13:15:46 +0000 2019",1176847765718163456,"RT @coopnewsradio: Ciber bigdata, roubo e exposição de dados https://t.co/yugicTUSQj","pt",1,1
"339","Wed Sep 25 13:15:17 +0000 2019",1176847644007784448,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",0,0
"340","Tue Sep 24 19:39:32 +0000 2019",1176581955657359360,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",0,1
"341","Tue Sep 24 14:03:38 +0000 2019",1176497424090771456,"@froescouto @AnaCris66572410 @AbrahamWeint @VilmaFe44464577 @jairbolsonaro Aqui nossos cientistas so prestam p gera… https://t.co/nRexxyDrzu","pt",0,1
"342","Tue Sep 24 14:02:07 +0000 2019",1176497039166836736,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",1,0
"343","Tue Sep 24 02:00:12 +0000 2019",1176315364520673280,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",0,2
"344","Tue Sep 24 01:58:56 +0000 2019",1176315045887860736,"RT @Aapeter6: #CEITEC 
#Tecnologiamytwitterdataeira
#SimParaTecnologiamytwitterdataeira

A extinção da Ceitec opoe-se ao movimento global de grandes naçõ…","en",0,1
"345","Tue Sep 24 01:58:06 +0000 2019",1176314834679410688,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","pt",0,1
"346","Tue Sep 24 01:25:38 +0000 2019",1176306667031539712,"RT @RevMagistratura: 50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Minis…","es",0,0
"347","Mon Sep 23 21:35:43 +0000 2019",1176248804644937728,"50.000 mortos.
1.000.000 de casos
.
Desculpas por ""gripezinha"", por ""e daí"", pela previsão de ""800 mortos"": 0.
.
Mi… https://t.co/CyJ4Ama715","pt",0,0
"348","Mon Sep 23 21:26:24 +0000 2019",1176246461392138240,"@_Leo_Mendes_ @CastelaoGledson @cirogomes Quem vai usar os dados produzidos aqui são os pesquisadores estrangeiros… https://t.co/EkhCGLsxzt","pt",0,5
"349","Mon Sep 23 13:20:10 +0000 2019",1176124095840145408,"Segundo últimos dados do Conass, total de óbitos vai a 49.974. Nas últimas 24 horas foram 1.022 mortes. Ato homenag… https://t.co/wVAP8EwOJ5","pt",0,1
"350","Mon Sep 23 12:59:24 +0000 2019",1176118868718362624,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,0
"351","Mon Sep 23 12:57:57 +0000 2019",1176118503725817856,"RT @cndesantana: @Dadoscope1 também é cultura. Uma homenagem da nossa Ciencia de Dados ao aniversário de Chico Buarque. Feliz Aniversário a…","pt",1,1
"352","Sat Sep 21 00:26:52 +0000 2019",1175204711336763392,"1. Lab. Os Labs do IF não são bem feitos (especialmente 3 e 4), mas Fís é uma Ciencia experimental. É importante te… https://t.co/xVGJU8UP7j","pt",0,0
"353","Fri Sep 20 15:14:13 +0000 2019",1175065632980815872,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,1
"354","Fri Sep 20 15:13:57 +0000 2019",1175065567784591360,"RT @redemytwitterdataatual: Segundo últimos dados do Conass, total de óbitos vai a 49.974. Nas últimas 24 horas foram 1.022 mortes. Ato homenageia…","es",1,1
"355","Fri Sep 20 15:04:42 +0000 2019",1175063238918189056,"RT @redemytwitterdataatual: Segundo últimos dados do Conass, total de óbitos vai a 49.974. Nas últimas 24 horas foram 1.022 mortes. Ato homenageia…","en",1,0
"356","Fri Sep 20 15:03:55 +0000 2019",1175063043883114496,"@Dadoscope1 também é cultura. Uma homenagem da nossa Ciencia de Dados ao aniversário de Chico Buarque. Feliz Aniver… https://t.co/dlPlgby3QV","pt",0,0
"357","Fri Sep 20 00:46:58 +0000 2019",1174847385022992384,"Segundo últimos dados do Conass, total de óbitos vai a 49.974. Nas últimas 24 horas foram 1.022 mortes. Ato homenag… https://t.co/4h5c0aKdFh","pt",0,2
"358","Thu Sep 19 16:14:07 +0000 2019",1174718320983072768,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,0
"359","Thu Sep 19 16:12:41 +0000 2019",1174717957999681536,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","pt",0,0
"360","Thu Sep 19 02:33:17 +0000 2019",1174511750672265216,"RT @AstronomiaUSP: Debate sobre datascience na Ciencia e academia, live na próxima quarta 24/junho 15h   https://t.co/HpSeeSSYkv

Presença: • P…","es",0,1
