created_at,id,full_text,lang,retweet_count,favorite_count
Sun Jul 14 21:57:34 +0000 2019,1150524765569978370,"Esqueça seu coletor por quase 1 hora fervendo, confie no seu potencial 👍👍👍",pt,0,2
Fri Jul 12 02:13:17 +0000 2019,1149501954881540098,Minha felicidade momentânea consiste no fato de eu ser linda maravilhosa e ter comprado uma bike pra mim. Agora estou motorizada e ninguém segura a Palmirinha com sua Palmimóvel.,pt,0,4
Thu Jul 11 22:43:27 +0000 2019,1149449149408038912,@_vitorsoares__ a corrente mais triste que vi hoje,pt,0,1
Thu Jul 11 13:16:02 +0000 2019,1149306352059265024,Depois de ver que me aposentarei com cerca de 62 anos eu tô tão feliz!!! kks,pt,0,3
Thu Jul 11 01:38:29 +0000 2019,1149130809300983808,"@cravocanelae ain amiga, acontece. mas também se não fizer, nunca vai saber",pt,0,2
Thu Jul 11 00:19:50 +0000 2019,1149111018062266368,RT @PabloCapile: Parabéns as 131 deputadas e deputados que votaram contra a reforma da previdência e a favor do povo brasileiro! Honraram o…,pt,0,0
Thu Jul 11 00:12:24 +0000 2019,1149109146870005762,"@cravocanelae gabrielaaaa pq ainda não fez issooo. depois que você cortar, cê vai ficar: MEU DEUS COMO É POSSÍVEL EU SOU MUITO MAIS LINDA COM ESSE CORTE deveria ter feito antes",pt,0,1
Wed Jul 10 01:18:40 +0000 2019,1148763433917210624,@stocco_g @1playlistpordia Ohhhh s22,und,0,1
Wed Jul 10 00:18:05 +0000 2019,1148748188830113792,"A cara de infelicidade dele expressa a minha toda vez que me olho no espelho. But, calma, tá crescendo.",pt,0,0
Wed Jul 10 00:17:01 +0000 2019,1148747920390447104,"Caramba, eu e o Mike estamos com o mesmo corte de cabelo: https://t.co/r167Az2jKe",pt,0,7
Wed Jul 10 00:13:57 +0000 2019,1148747146977579008,Estou em um momento de fragilidade pois estou vendo fotos em que estou de cabelo curtíssimo e meu deus como é possível eu estava LINDA,pt,0,1
Tue Jul 09 18:25:13 +0000 2019,1148659387554312195,"@eulauraag Simmm, aspirador de pó, livros da minha irmã, uma verdadeira zona",pt,0,1
Tue Jul 09 16:25:03 +0000 2019,1148629144890224640,@meliatoriano Eu gosto é de ó,pt,0,0
Mon Jul 08 00:56:43 +0000 2019,1148033137164902400,"Trabalhadores que se encontram em Bauru nessas férias: vamos combinar um rolêzinho, por favore",pt,0,3
Thu Jul 04 19:16:43 +0000 2019,1146860408944439296,@_rebkj Galera tóxica do krl,es,0,0
Wed Jul 03 23:38:44 +0000 2019,1146563957542572032,"@saitofff Minhas perguntas oscilaram entre style guide, asteroides e dúvidas de português.",pt,0,0
Wed Jul 03 23:36:28 +0000 2019,1146563388639764480,Nós nos apropriamos da técnica ou ela se apropriou de nós? @Escoladefrankfurt vem cá.,pt,0,0
Wed Jul 03 22:26:48 +0000 2019,1146545853986942976,"Eu: a

Minha editora: Eu não sei, você está fazendo muitas perguntas difíceis hoje.",pt,0,0
Wed Jul 03 15:17:54 +0000 2019,1146437920376725504,Dias tops: minhas pautas acabaram e eu tô me entretendo lendo spotteds kks,pt,0,0
Mon Jul 01 18:28:06 +0000 2019,1145761011334619138,"Sete dias banida da biblioteca, que Deus me ajude.",pt,0,0
Mon Jul 01 15:06:48 +0000 2019,1145710348906967040,@teenagedirtbez cadê o cronograma tri,pt,0,0
Mon Jul 01 14:18:20 +0000 2019,1145698154186252288,Tem professor que você não consegue falar o nome sem vincular ao adjetivo fudido.,pt,0,3
Sun Jun 30 13:20:07 +0000 2019,1145321113632878592,@saitofff @jinrisexual @Stehz Aaaaaaaah! Google tradutor porque nos matastes,pt,0,0
Tue Jun 25 23:21:23 +0000 2019,1143660490071126016,"@_rebkj Calma, pastorinha",pt,0,0
Tue Jun 25 23:21:04 +0000 2019,1143660410983395341,Os textos são tão densos e complexos que nem o professor LENDO e EXPLICANDO eu tô entendendo.,pt,0,3
Tue Jun 25 20:52:18 +0000 2019,1143622970478383104,@mieiraviranda Uma gado bonita dmsss abag me notaaaa,pt,0,0
Tue Jun 25 17:36:26 +0000 2019,1143573680515158021,"@imnotmspoulain precisamos de alguém ruiva, raivosa e em surto para compor as meninas twitteiras e superpoderosas",pt,0,0
Tue Jun 25 14:15:08 +0000 2019,1143523020268613632,"Não vai ter jeito, vou ter que jogar CS",pt,0,0
Tue Jun 25 14:08:25 +0000 2019,1143521328848408576,@jhoverthemoon minha rainha eh assim,pt,0,0
Tue Jun 25 14:08:07 +0000 2019,1143521254596587520,O auge da minha indústria sonhográfica foi o sonho em que eu entrevistava os meninos de BTS em inglês e postava uma foto com o Jimin s2,pt,0,5
Tue Jun 25 14:01:16 +0000 2019,1143519533380067329,@GoncalvesNero guerreiro vc prometeuuu,pt,0,0
Tue Jun 25 14:00:54 +0000 2019,1143519440920862720,@_rebkj eu ouvi um aleluia?,pt,0,0
Tue Jun 25 02:20:36 +0000 2019,1143343201085984768,@filmedetubarao Kkkkk surto,pt,0,0
Tue Jun 25 02:04:00 +0000 2019,1143339027376082944,@filmedetubarao Ciúmes é normal e o que importa é a forma como você lida com ele 👉🌝👉,pt,0,2
Tue Jun 25 00:26:15 +0000 2019,1143314424951971840,"O Ira pediu para twittar o seguinte:

Vivi para ver meu vídeo favorito da Madonna na aula de Teorias da Comunicação.

O twitter número xxx foi publicado às 21:26 do dia 24/06/2019.",pt,0,2
Mon Jun 24 12:29:56 +0000 2019,1143134159252140032,tá tudo muito difícil,pt,0,0
Sun Jun 23 09:51:59 +0000 2019,1142732020042338309,"RT @acheiatoa: ""Vc vai chorar só pq vc ta estressada""?

Eu: https://t.co/xKisNnVv6G",pt,0,0
Sun Jun 23 01:26:41 +0000 2019,1142604859100803073,"@meliatoriano deram‍: sapatona
sou‍: 

deram: af 
sou: 

deram: solteira
to: 

deram: 20
tenho: 

deram: cara fechada mas é una frô
sou:

comenta um emoji que eu digo o que acho quando vejo seu perfil",pt,0,0
Sun Jun 23 01:25:35 +0000 2019,1142604581660241920,"@azarath__ deram‍: hétero
sou‍: 

deram: libra 
sou: 

deram: solteira
to: 

deram: 19
tenho: 

deram: adora biomed e um cr alto
sou:

comenta um emoji que eu digo o que acho quando vejo seu perfil",pt,0,1
Sun Jun 23 00:48:49 +0000 2019,1142595328639688704,"@cravocanelae deram‍: hétero
sou‍: 

deram: virgo 
sou: 

deram: não sei kkk
to: 

deram: 19
tenho: 

deram: muito cientista ela
sou: 

comenta um emoji que eu digo o q acho quando vejo seu perfil",pt,0,0
Sun Jun 23 00:48:02 +0000 2019,1142595131738075143,"@r_becaaa deram‍: bi
sou‍: 

deram: peixes
sou: 

deram: solteira
to: 

deram: 19
tenho: 

deram: enfermagem
sou: 

comenta um emoji que eu digo o q acho quando vejo seu perfil",pt,0,0
Sun Jun 23 00:26:39 +0000 2019,1142589751586959361,"@imnotmspoulain miga, com razão (Só a figurinha da lisa agr)",pt,0,0
Sun Jun 23 00:23:37 +0000 2019,1142588988408156160,Escutando Radio Gaga percebi que é a maior declaração de amor já feita para um meio de comunicação.,pt,0,1
Sun Jun 23 00:20:45 +0000 2019,1142588265637253120,"@imnotmspoulain deram‍: bi
sou‍: 

deram: libra com asc em caprica
sou: 

deram: solteira
to: 

deram: 20
tenho: 

deram: muito boa para participar de karaokê 
sou: 

comenta um emoji que eu digo o q acho quando vejo seu perfil",pt,0,1
Sat Jun 22 22:29:42 +0000 2019,1142560318167687170,@eulauraag 👻,und,0,0
Sat Jun 22 22:27:31 +0000 2019,1142559769498148864,"No puedo, mi prueba de español cayó en el agua y se deshizo (surto).",es,0,2
Sat Jun 22 19:22:08 +0000 2019,1142513117332680704,@_vitorsoares__ SIM KKKKK,pt,0,1
Sat Jun 22 14:36:39 +0000 2019,1142441271065268224,@filmedetubarao Melhor que Beatles fala sério,pt,0,0
Sat Jun 22 13:35:12 +0000 2019,1142425806259609602,Classe média que não sabe que é classe média e se acha pobre me cansa dmsss 😪,pt,0,4
Sat Jun 22 13:29:19 +0000 2019,1142424325632548865,"Não suporto o: aí pq eu preciso de dinheiro, sou socioeconomicamente vulnerável pipipipopopo PESSOAAA seu melhor amigo é o IFood e o shopping cansa de ver sua cara JUST STOP whitepeopleproblem já achou seu anel de diamante no fundo da piscina?",pt,0,5
Sat Jun 22 11:37:09 +0000 2019,1142396098843164672,@GoncalvesNero 2019 e o Leandro como:,pt,0,0
Sat Jun 22 11:25:42 +0000 2019,1142393217624788992,"@mieiraviranda @teenagedirtbez Migo, eu tenho uma! HahHhah mas não tenho iPhone",pt,0,1
Fri Jun 21 15:19:11 +0000 2019,1142089589177376768,Mandar figurinhas para atendentes de WhatsApps comerciais não tem preço.,pt,0,0
Fri Jun 21 12:57:17 +0000 2019,1142053879472955399,@gfonsecaramos simmmm stop,en,0,0
Fri Jun 21 12:57:03 +0000 2019,1142053821327323138,@imnotmspoulain essa nina parece a minha nina só que preta :0,pt,0,1
Thu Jun 20 02:28:45 +0000 2019,1141533315394154497,@biapavanello10 Achei que fosse algo com o ouvido kkkkkk,pt,0,0
Thu Jun 20 02:28:08 +0000 2019,1141533159617548288,@biapavanello10 Acho chique,pt,0,1
Thu Jun 20 02:23:17 +0000 2019,1141531940534804481,@21stcenturycats Euuuu,und,0,1
Thu Jun 20 01:54:12 +0000 2019,1141524621172367361,"@biapavanello10 Miga, o que é timpanista? Cuidado com a burra",pt,0,0
Wed Jun 19 16:36:11 +0000 2019,1141384190396686336,Meu expediente acabou e amanhã é feriado. Me deixa.orappa.mp3,pt,0,4
Wed Jun 19 13:32:47 +0000 2019,1141338036564877313,@sayuri_ellen ahh tá,pt,0,0
Wed Jun 19 13:14:47 +0000 2019,1141333508155219968,@sayuri_ellen o que é isso?,pt,0,0
Wed Jun 19 00:50:59 +0000 2019,1141146323267272705,O novo método de flerte é canetar o Extra do crush.,pt,0,0
Tue Jun 18 17:11:28 +0000 2019,1141030679687438339,@_rebkj E tá errado?,pt,0,0
Tue Jun 18 17:10:55 +0000 2019,1141030541795495938,@topssissimo Top mesmo? De 0 a 10 o quão top está?,pt,0,0
Mon Jun 17 14:06:37 +0000 2019,1140621775782518786,@teenagedirtbez aui tri vc n sabe nem escolher mto pisciana sim,pt,0,0
Mon Jun 17 14:06:06 +0000 2019,1140621645893316610,"@_sadyuri segundo rita lee e elis regina, as apresentações que contavam com essas minas tops, eram um verdadeiro vale rr s22",pt,0,1
Sat Jun 15 13:02:00 +0000 2019,1139880736029171712,Só tenho amigo fanfiqueiro.,pt,0,0
Sat Jun 15 01:23:39 +0000 2019,1139704990165950464,"@saitofff eh sério. sem você, meu coração não vai ficar quentinho às 8 da manhã 💔",pt,0,0
Fri Jun 14 17:05:20 +0000 2019,1139579588231815168,@saitofff voltaaa,pt,0,0
Thu Jun 13 19:27:00 +0000 2019,1139252850226282496,A prova de que não é para eu ir para a faculdade é: tava esperando o ônibus na Duque e tive a capacidade de PERDE-LO aí desci tliste dms pras Nações e tô aqui plantada pq perdi o outro ônibus SURTOOOOOOO,pt,0,1
Thu Jun 13 14:27:55 +0000 2019,1139177585278144514,@_vitorsoares__ olá marilene,pt,0,1
Wed Jun 12 22:30:55 +0000 2019,1138936748321497088,Eu quero chegar em Bauru logo para pegar o show do tal de jaloooooo,pt,0,0
Wed Jun 12 01:59:46 +0000 2019,1138626916880134148,"E o agronegócio que tá tentando me comprar com hospedagem, transporte e alimentação de graça e tá quase conseguindo.",pt,0,2
Mon Jun 10 08:19:18 +0000 2019,1137997654468825088,@meliatoriano Desejo tudo em dobro pra você,pt,0,0
Mon Jun 10 01:43:00 +0000 2019,1137897924015415297,Depois dessa resenha audiofônica fala sério sou a rainha do Audacity,pt,0,0
Mon Jun 10 01:22:12 +0000 2019,1137892687519080449,"@meliatoriano Muito fofo, senhor, deu até vontade de namorar, credo deus me freeeeee",pt,0,0
Sat Jun 08 15:15:41 +0000 2019,1137377663440568320,@mieiraviranda Tenho que pensar rsrs,pt,0,0
Sat Jun 08 14:41:28 +0000 2019,1137369055990616064,@_sadyuri E tá errado?,pt,0,0
Sat Jun 08 14:35:33 +0000 2019,1137367564282208257,@m_araclara @mieiraviranda Eu tenho medo de ir e ficar sozinhaaaaa,pt,0,0
Sat Jun 08 14:35:18 +0000 2019,1137367504475627520,@mieiraviranda Quanto é?,pt,0,0
Fri Jun 07 20:45:33 +0000 2019,1137098291135602701,@mieiraviranda se você for eu vou,pt,0,0
Fri Jun 07 19:19:05 +0000 2019,1137076530377633793,"@hobispierre recomendo ""dos alicerces da literatura à construção do texto"", é um livro de umas professoras aqui de Bauru, é bem fácilzinho de aprender com ele, estruturar texto e etc cofcof",pt,0,1
Fri Jun 07 19:14:26 +0000 2019,1137075358958837762,@hobispierre o dia a dia de quem tem que voltar a escrever feelings,pt,0,0
Thu Jun 06 21:08:38 +0000 2019,1136741713295355904,"Mulheres fortes: sozinha, comi um subway de 30 cm  e não me arrependo.",pt,0,4
Thu Jun 06 16:55:10 +0000 2019,1136677925116358657,"@meliatoriano é um pouco zoado msm, mas se souber cozinhar fica bom",pt,0,0
Wed Jun 05 16:55:39 +0000 2019,1136315661104422917,@_sadyuri antes eu comprava agora tenho de grátis sucesso,pt,0,0
Wed Jun 05 15:13:38 +0000 2019,1136289986679058435,"Quando pequena adorava comprar todateen para fazer os testes, agora que elaboro um milhão deles eu tenho vontade de morre",pt,0,5
Tue Jun 04 00:48:51 +0000 2019,1135709968571785217,Eu tava estudando aqui e saquei que a cada 3 estagiários da Alto Astral 1 é do Jota 18 Noturno. Brabo demais.,pt,0,1
Mon Jun 03 16:16:35 +0000 2019,1135581053459030016,RT @jdebbiel: no shit https://t.co/lHNem8jgpz,en,0,0
Mon Jun 03 13:07:09 +0000 2019,1135533378890059777,@julianluiza SIM,und,0,0
Mon Jun 03 00:57:38 +0000 2019,1135349792622727168,@vini_beats ???,und,0,0
Sun Jun 02 03:31:38 +0000 2019,1135026156107968512,@jhoverthemoon @andrezzasms Empreendedor,pt,0,1
Sun Jun 02 01:23:14 +0000 2019,1134993846348255232,Como assim minhas amigas tentaram me acordar e eu não acordei pro rolê Como assim,pt,0,0
Sun Jun 02 01:17:01 +0000 2019,1134992280832618496,@mieiraviranda Olha os contatos,pt,0,1
Sat Jun 01 13:09:28 +0000 2019,1134809186079039488,"Às vezes leio uns twitters que penso: meo, qualé a linha editorial disso?",pt,0,0
Fri May 31 21:41:22 +0000 2019,1134575622083284993,@s0megagas0ngs ?,und,0,0
Fri May 31 21:41:09 +0000 2019,1134575568215822337,@s0megagas0ngs E tá errado,pt,0,0
Fri May 31 15:48:19 +0000 2019,1134486774061895681,Todo dia entrando no site da billboard para escrever sobre um novo record do BTS.,pt,0,3
Fri May 31 15:26:39 +0000 2019,1134481321957498880,@hobispierre você está convidada para comer bolo de aveia com castanhas na casa dos meus pais by minha mãe. o bolo e o convite,pt,0,2
Fri May 31 15:25:40 +0000 2019,1134481075235971081,@meliatoriano obrigada melissa,pt,0,0
Fri May 31 14:03:04 +0000 2019,1134460288684756993,@GoncalvesNero compartilho do mesmo sentimento,pt,0,0
Fri May 31 10:27:34 +0000 2019,1134406054383693824,@Kimcorrea06 Você treina então pode comer kkkk,pt,0,0
Thu May 30 14:45:26 +0000 2019,1134108562274344960,@teenagedirtbez eu compraria uma moto e faria um disk breja,pt,0,0
Thu May 30 13:20:22 +0000 2019,1134087153175203840,"Queria agradecer ao meu notebook pelos quase 9 anos de altas aventuras, muitas programações, vírus, edições, chuvas e amores, sem nunca ir ao conserto. Que descanse em paz. 
Se você quer me ajudar, deixe aqui seu ""Força, Ícone"" ao deposite uma quantia na minha conta.",pt,0,3
Thu May 30 12:45:15 +0000 2019,1134078317592793089,@hobispierre rico não tem fome,pt,0,0
Thu May 30 12:37:03 +0000 2019,1134076254687248384,@hobispierre amiga eh a oscar freire,pt,0,0
Wed May 29 16:14:19 +0000 2019,1133768541507903488,quando tenho que cumprir hora no estágio https://t.co/OKz2T4Limt,pt,0,2
Wed May 29 12:45:02 +0000 2019,1133715874077184001,@hobispierre VAMO COMBINÁ,pt,0,0
Wed May 29 12:42:02 +0000 2019,1133715117600890881,@hobispierre me convida,es,0,0
Tue May 28 23:08:18 +0000 2019,1133510338341736449,@_rebkj Corta o cabelo,pt,0,0
Tue May 28 10:29:18 +0000 2019,1133319327120285698,@_rebkj Ninfeta,pt,0,0
Sun May 26 23:51:23 +0000 2019,1132796401950314496,"""O violeiro passa 50% da vida dele afinando a viola e os outros 50% tocando com ela desafinada"" - Passoca, 2019",pt,0,3
Sun May 26 17:39:26 +0000 2019,1132702799861551104,"Hoje é um dia triste pois uma das melhores professores que tive no curso de jornalismo - Tayane Abib, linda e maravilhosa - não lecionará mais. A tristeza é tanta que recorri ao Twitter para desabafar. Tururu.",pt,0,3
Sat May 25 02:30:02 +0000 2019,1132111551803080704,White people problems: espinhas internas que fodem com a circulação local e deixam sua pele ROXA,pt,0,2
Fri May 24 14:31:16 +0000 2019,1131930669381300224,@topssissimo 0 defeitos unesp cti,pt,0,1
Thu May 23 12:05:32 +0000 2019,1131531607200948231,"""vontade de quebrar aquilo com o Illustrator"" - SAITO, Fernanda. 2019",pt,0,0
Wed May 22 23:21:30 +0000 2019,1131339329891184640,"Sonho: aprender andar de skate.
Obstáculo: medo de quebrar meu dente.",pt,0,3
Wed May 22 23:20:00 +0000 2019,1131338953523716096,RT @ricardostuhlert: https://t.co/kky20xM2d1,und,0,0
Tue May 21 22:39:26 +0000 2019,1130966354947911681,"@azarath__ Yas, Ya mas no geral PALMIRINHA",es,0,0
Tue May 21 22:38:35 +0000 2019,1130966141147521024,"@eusoujoao1337 Kapote de cu eh rola, pra mim vai ser sempre jão do médio",pt,0,0
Tue May 21 20:16:51 +0000 2019,1130930474002604034,Batistei tanto para comprar na Torra Torra. Grr.,pt,0,0
Tue May 21 20:12:06 +0000 2019,1130929281100636160,@ombusdwoman Passar frio na Unesp pra que,pt,0,0
Tue May 21 20:11:41 +0000 2019,1130929173588054016,A prova viva de faço jus ao meu apelido é: nunca pedi um ifood.,pt,0,1
Tue May 21 16:04:43 +0000 2019,1130867024022900737,@boostinha @cezaraugustom kkk,und,0,0
Tue May 21 15:59:51 +0000 2019,1130865798346678273,@lookingforanalu ops errei,de,0,0
Tue May 21 13:59:19 +0000 2019,1130835466566152192,@lookingforanalu alô comunidade,pt,0,0
Tue May 21 10:22:33 +0000 2019,1130780915926544384,O eufemismo do Estadão é lindo 😍 https://t.co/e3mVMWNOOb,pt,0,0
Tue May 21 01:20:31 +0000 2019,1130644505705820160,Conjugación verbal porque me matastes.,es,0,0
Tue May 21 01:14:02 +0000 2019,1130642873840525313,@gioxira Ah pronto,es,0,0
Mon May 20 15:47:42 +0000 2019,1130500351403143169,@saitofff grrr,und,0,0
Mon May 20 14:28:46 +0000 2019,1130480488714506240,trago verdades https://t.co/upYKvcWDXA,pt,0,0
Sun May 19 13:51:35 +0000 2019,1130108744191418369,RT @HaddadDebochado: Obrigado internet https://t.co/vn41J36i20,pt,0,0
Sun May 19 12:18:38 +0000 2019,1130085353031950336,"A pessoa não pode nem arrumar algo remunerado que o tênis estoura, mochila arrebenta, as roupas rasgam nobody said It was easy",pt,0,4
Sun May 19 01:12:46 +0000 2019,1129917780701138945,@r_becaaa Inferno,es,0,1
Sat May 18 19:27:25 +0000 2019,1129830870716747777,@r_becaaa que,und,0,0
Sat May 18 13:57:59 +0000 2019,1129747965151776770,no_you_girls.mp3,en,0,0
Sat May 18 00:57:17 +0000 2019,1129551496369065985,Vou ganhar muitos pontos no céu por aguentar uma pessoa tão chata e sem caráter por tanto tempo 😍😍😍,pt,0,1
Thu May 16 23:17:47 +0000 2019,1129164068567359489,Desejos miméticos saiam de mim.,pt,0,1
Thu May 16 18:31:40 +0000 2019,1129092066934513665,Tava pensando aqui e acho que uma vaca old School ficaria muito boa no meu pescoço.,pt,0,2
Thu May 16 16:43:36 +0000 2019,1129064870861840385,@gioxira Alguém compra um moletom pra essa pessoa,pt,0,0
Wed May 15 21:05:01 +0000 2019,1128768266975969280,Hoje fiquei muito feliz porque teve manifestação no país inteiro e porque fiz a abertura da revista com citação de meninas malvadas 😍,pt,0,3
Wed May 15 14:16:03 +0000 2019,1128665349795328001,e o trajeto da manifestação que tá do lado do meu trampo 😍,pt,0,2
Wed May 15 13:29:04 +0000 2019,1128653525846773760,de coração partido pois não consegui ir na manifestação por motivos: proletária.,pt,0,4
Wed May 15 12:31:14 +0000 2019,1128638972563947521,"@vxgxdx_ ""Você faz jornalismo, então vai ser rica, né?"" KKKKKKK",pt,0,0
Tue May 14 22:30:16 +0000 2019,1128427333814190081,@hobispierre Eu acho ele fofinho e o único identificável do grupo.,pt,0,0
Tue May 14 14:59:45 +0000 2019,1128313959659057153,E eu que só consigo reconhecer o BTS se o J-Hope tá na foto,pt,0,3
Mon May 13 16:35:33 +0000 2019,1127975678446579712,@ombusdwoman @Fiuk @gioxira ah pronto,es,0,0
Mon May 13 15:56:39 +0000 2019,1127965892208472064,Stop adjetificações feias.,pt,0,0
Mon May 13 13:58:07 +0000 2019,1127936060229660673,Comprei um cone. Fui fraca.,pt,0,2
Sun May 12 22:05:46 +0000 2019,1127696394934943744,"@_rebkj Força, pois é um longo caminho",pt,0,0
Sun May 12 16:33:27 +0000 2019,1127612761545039872,"""Ai, porque eu não tenho tempo"". Claro que você não tem tempo mesmo, fica o dia todo assistindo série e fumando maconha grrr",pt,0,8
Sun May 12 02:47:28 +0000 2019,1127404896850935808,"Esperando o dia em que as fontes correrão atrás de mim para serem entrevistadas. Quando esse dia chegar, eu me sentirei EXALTADA.",pt,0,3
Sat May 11 06:09:20 +0000 2019,1127093313125924869,Linda demais! Acabei de lavar minha cozinha e nunca vi cômodo mais limpo e brilhante do que esse que habito.,pt,0,2
Sat May 11 01:04:39 +0000 2019,1127016635875962883,"@ombusdwoman Eu como jornalista, só reporto os discursos alheios",pt,0,0
Fri May 10 23:22:21 +0000 2019,1126990889304449024,"""Mesmo que você não seja adepta a simpatia do pênis..."" - LINDSAY, Viviane. 2019",pt,0,3
Fri May 10 19:14:01 +0000 2019,1126928394711707648,@gioxira 😱,und,0,0
Fri May 10 10:28:59 +0000 2019,1126796266258731008,@Estadao @Emais_Estadao Qual é o critério de noticiabilidade disso mano,pt,0,0
Fri May 10 00:26:48 +0000 2019,1126644721546334213,"""Nosso diário oficial é um Twitter"" - SILVESTRE, Giovana. 2019",pt,0,1
Thu May 09 13:17:28 +0000 2019,1126476279480487939,@jhoverthemoon eu o tempo todo,pt,0,1
Wed May 08 23:40:50 +0000 2019,1126270767434534912,@_sadyuri 5 horas naquela lentidão,pt,0,0
Wed May 08 23:40:38 +0000 2019,1126270716708622337,"Nera só coffe break, teve um BRUNCH surpresa com alguns representantes do jornalismo br obrigada @deus pelos mimos",pt,0,2
Wed May 08 15:43:08 +0000 2019,1126150551069233154,"Qual é o tamanho da sua fome?

Porque eu viajei mais de 300 km entre Bauru/São Paulo para aquele coffe break",pt,0,3
Wed May 08 14:35:32 +0000 2019,1126133538091425793,@topssissimo Como assim,pt,0,0
Wed May 08 00:32:01 +0000 2019,1125921258309181440,@_rebkj :O,und,0,0
Mon May 06 23:15:02 +0000 2019,1125539499730186240,@topssissimo A fase Febem já passou?,pt,0,1
Mon May 06 23:14:32 +0000 2019,1125539372667949057,@andrezzasms Vamo troca,es,0,0
Mon May 06 17:43:57 +0000 2019,1125456178211885064,Eu só queria ter meu cabelinho com cachinhos mas não tudo liso grrr,pt,0,4
Mon May 06 13:03:21 +0000 2019,1125385562008051712,@nimbussx sesccccc,pt,0,1
Mon May 06 00:42:29 +0000 2019,1125199119314825216,Estar atolado de trabalho na graduação é ruim mas depende unicamente de você. O pior é quando você está atolado na graduação e seus trabalhos dependem de outras pessoas porque são trabalhos jOrnALIstICOS... FONTES MALDITAS,pt,0,3
Sun May 05 12:55:56 +0000 2019,1125021308163633152,"""Todo lugar é lugar de mijar"" - VITORIANO, Melissa. 2019",pt,0,0
Sun May 05 12:51:13 +0000 2019,1125020119925755904,@_rebkj MANOOOOOOOOO,it,0,0
Sun May 05 02:31:04 +0000 2019,1124864056660246528,Chegando crackuda mas sempre lavando a louça 👌,pt,0,4
Fri May 03 23:40:40 +0000 2019,1124458786087997440,"@gioxira alfabetização visual é necessária, leia Dondis, D. A. (Donis A.), 1924-Sintaxe da linguagem visual /1997",pt,0,0
Fri May 03 23:25:32 +0000 2019,1124454977303384065,"desculpa docente, não consigo levar a sério slides feios",pt,0,5
Fri May 03 23:20:54 +0000 2019,1124453811970543618,@aleolivra o que a gnt não faz sendo remunerada né,pt,0,0
Fri May 03 21:53:18 +0000 2019,1124431764909383684,alto astraaaaaaal pq me fizestes gostar de kpop,pt,0,2
Fri May 03 21:49:38 +0000 2019,1124430844712685569,"@Kimcorrea06 Meu deus, que vídeo lindo! S2",pt,0,1
Fri May 03 15:00:16 +0000 2019,1124327822414307328,@_sadyuri estágio na editora Alto Astral,pt,0,0
Fri May 03 12:24:42 +0000 2019,1124288672386506752,@ohsilvestri forças,pt,0,0
Fri May 03 10:24:53 +0000 2019,1124258517941129217,Deus dê me forças pra terminar esse dia que só começou faz 30 minutos e tá tão difícil,pt,0,2
Fri May 03 02:48:12 +0000 2019,1124143591629234177,"No trabalho: você parece a Lara do irmão do Jorel, sabia?

Eu conto ou vocês contam",pt,0,6
Fri May 03 02:42:31 +0000 2019,1124142162524897281,"Eu vivi pra ver a Tayane ícone jornalístico acadêmico fazer citação de CBJr em teorias da comunicação, poxa professora 0 defeitos 😍",pt,0,2
Thu May 02 12:59:36 +0000 2019,1123935069125664768,@gioxira que,und,0,0
Wed May 01 13:48:28 +0000 2019,1123584978783277056,@_rebkj Sensata,it,0,0
Wed May 01 03:19:47 +0000 2019,1123426764418580480,"""O sorriso mais bonito é o da mulher chapada"" - TOLEDO, Beatriz. https://t.co/nIK55R5T0y",pt,0,13
Tue Apr 30 20:52:29 +0000 2019,1123329298784563201,@mieiraviranda O Zeca é um fofo,pt,0,0
Tue Apr 30 15:27:09 +0000 2019,1123247425244860417,@teenagedirtbez por isso que minha barriguinha está aumentando,pt,0,0
Tue Apr 30 11:40:48 +0000 2019,1123190461160722432,@mieiraviranda aaaaaaah,und,0,0
Tue Apr 30 00:39:38 +0000 2019,1123024073435549696,Zeca me deu um cartão postal 😍 poxa professor 0 defeitos,pt,0,0
Mon Apr 29 15:21:34 +0000 2019,1122883633193336833,@_sadyuri frustrante,es,0,0
Fri Apr 26 16:08:32 +0000 2019,1121808286897012736,@topssissimo o mercado não diz isso,pt,0,0
Fri Apr 26 13:44:03 +0000 2019,1121771927645958145,@sayuri_ellen Simm,tr,0,1
Fri Apr 26 13:06:15 +0000 2019,1121762414410772483,"às 8 horas da manhã, meu cérebro não reconhece a diferença entre Exo e Exu",pt,0,1
Thu Apr 25 23:10:51 +0000 2019,1121552180765499392,"""A gente vai ver um cara que..."" - ABIB, Tayane. 2019

Eu amo uma aula e uma professora que nem sei",pt,0,2
Thu Apr 25 15:30:16 +0000 2019,1121436269098295296,@teenagedirtbez faz uma torta veg pa nois,pt,0,0
Thu Apr 25 15:29:56 +0000 2019,1121436186839519232,@teenagedirtbez preciso de sites de noticias sobre kpop help,es,0,0
Thu Apr 25 15:20:35 +0000 2019,1121433833444913152,@teenagedirtbez tri vai trabalhar,pt,0,0
Tue Apr 23 20:51:58 +0000 2019,1120792452271616000,@topssissimo Fica em paz,pt,0,0
Tue Apr 23 20:51:49 +0000 2019,1120792413860245508,@topssissimo Xiu,und,0,1
Tue Apr 23 20:20:56 +0000 2019,1120784641370226690,Ain mano me deixa em paz que hoje eu tô escutando legião urbana,pt,0,2
Tue Apr 23 20:19:12 +0000 2019,1120784205946994690,@mieiraviranda @sayuri_ellen Onde você compra?,pt,0,0
